Site,Stage,Year,Column,Row,Genotype,yield,aphidcov,lcol,lrow,Block,Site.o,Environment
06S3NAR,06S3,2006,3,38,400,0.92,NA,-3.5,14.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,3,39,565,0.64,NA,-3.5,15.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,3,40,406,0.81,NA,-3.5,16.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,3,41,470,0.75,NA,-3.5,17.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,3,42,534,0.36,NA,-3.5,18.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,3,43,545,0.28,NA,-3.5,19.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,3,44,568,0.7,NA,-3.5,20.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,3,45,549,0.39,NA,-3.5,21.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,3,46,585,0.56,NA,-3.5,22.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,1,346,0.58,NA,-2.5,-22.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,2,375,0.94,NA,-2.5,-21.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,3,383,0.9,NA,-2.5,-20.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,4,476,0.85,NA,-2.5,-19.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,5,474,0.81,NA,-2.5,-18.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,6,397,0.92,NA,-2.5,-17.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,7,473,1.11,NA,-2.5,-16.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,8,393,0.75,NA,-2.5,-15.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,9,410,0.51,NA,-2.5,-14.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,10,4,0.9,NA,-2.5,-13.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,11,509,0.34,NA,-2.5,-12.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,12,532,0.36,NA,-2.5,-11.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,13,395,0.98,NA,-2.5,-10.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,14,338,0.77,NA,-2.5,-9.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,15,412,0.43,NA,-2.5,-8.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,16,477,0.96,NA,-2.5,-7.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,17,516,0.81,NA,-2.5,-6.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,18,339,0.73,NA,-2.5,-5.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,19,479,0.79,NA,-2.5,-4.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,20,482,0.92,NA,-2.5,-3.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,21,457,0.79,NA,-2.5,-2.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,22,498,0.7,NA,-2.5,-1.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,23,508,0.53,NA,-2.5,-0.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,24,512,0.7,NA,-2.5,0.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,25,555,0.85,NA,-2.5,1.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,26,517,0.94,NA,-2.5,2.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,27,2,0.86,NA,-2.5,3.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,28,525,1.13,NA,-2.5,4.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,29,546,0.45,NA,-2.5,5.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,30,343,1.11,NA,-2.5,6.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,31,518,1.07,NA,-2.5,7.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,32,530,0.77,NA,-2.5,8.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,33,487,0.45,NA,-2.5,9.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,34,469,0.9,NA,-2.5,10.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,35,340,0.98,NA,-2.5,11.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,36,523,1.02,NA,-2.5,12.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,37,541,0.51,NA,-2.5,13.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,38,533,0.68,NA,-2.5,14.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,39,556,0.64,NA,-2.5,15.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,40,342,0.9,NA,-2.5,16.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,41,409,0.83,NA,-2.5,17.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,42,528,0.98,NA,-2.5,18.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,43,538,0.56,NA,-2.5,19.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,44,560,0.96,NA,-2.5,20.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,45,398,0.7,NA,-2.5,21.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,4,46,586,0.71,NA,-2.5,22.5,1,06NAR01,06NAR
06S3NAR,06S3,2006,5,1,485,0.83,NA,-1.5,-22.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,2,562,0.81,NA,-1.5,-21.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,3,567,0.64,NA,-1.5,-20.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,4,411,0.55,NA,-1.5,-19.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,5,464,1.05,NA,-1.5,-18.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,6,397,0.94,NA,-1.5,-17.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,7,469,0.9,NA,-1.5,-16.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,8,489,0.73,NA,-1.5,-15.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,9,563,0.9,NA,-1.5,-14.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,10,475,0.83,NA,-1.5,-13.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,11,504,0.73,NA,-1.5,-12.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,12,519,0.94,NA,-1.5,-11.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,13,455,0.75,NA,-1.5,-10.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,14,496,0.85,NA,-1.5,-9.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,15,413,0.68,NA,-1.5,-8.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,16,403,0.86,NA,-1.5,-7.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,17,535,0.85,NA,-1.5,-6.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,18,494,1.05,NA,-1.5,-5.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,19,484,1.07,NA,-1.5,-4.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,20,497,0.56,NA,-1.5,-3.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,21,575,0.41,NA,-1.5,-2.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,22,465,0.86,NA,-1.5,-1.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,23,571,0.77,NA,-1.5,-0.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,24,470,1,NA,-1.5,0.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,25,387,1.03,NA,-1.5,1.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,26,478,0.75,NA,-1.5,2.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,27,399,1.02,NA,-1.5,3.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,28,440,0.77,NA,-1.5,4.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,29,467,1,NA,-1.5,5.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,30,565,0.7,NA,-1.5,6.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,31,408,1.07,NA,-1.5,7.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,32,480,1.03,NA,-1.5,8.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,33,498,0.58,NA,-1.5,9.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,34,554,0.81,NA,-1.5,10.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,35,400,1.02,NA,-1.5,11.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,36,481,0.83,NA,-1.5,12.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,37,547,0.77,NA,-1.5,13.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,38,540,0.86,NA,-1.5,14.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,39,447,0.79,NA,-1.5,15.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,40,573,0.92,NA,-1.5,16.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,41,551,1.26,NA,-1.5,17.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,42,418,0.98,NA,-1.5,18.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,43,341,0.64,NA,-1.5,19.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,44,510,0.85,NA,-1.5,20.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,45,568,0.71,NA,-1.5,21.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,5,46,586,0.83,NA,-1.5,22.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,1,518,1.07,NA,-0.5,-22.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,2,468,1.3,NA,-0.5,-21.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,3,569,0.96,NA,-0.5,-20.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,4,491,0.86,NA,-0.5,-19.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,5,404,0.92,NA,-0.5,-18.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,6,577,0.47,NA,-0.5,-17.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,7,499,0.77,NA,-0.5,-16.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,8,515,0.88,NA,-0.5,-15.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,9,488,0.45,NA,-0.5,-14.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,10,462,1.13,NA,-0.5,-13.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,11,527,1.03,NA,-0.5,-12.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,12,507,1.05,NA,-0.5,-11.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,13,490,0.94,NA,-0.5,-10.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,14,394,0.94,NA,-0.5,-9.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,15,340,1.05,NA,-0.5,-8.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,16,506,1.13,NA,-0.5,-7.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,17,338,0.73,NA,-0.5,-6.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,18,545,0.43,NA,-0.5,-5.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,19,412,0.45,NA,-0.5,-4.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,20,376,0.43,NA,-0.5,-3.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,21,541,0.56,NA,-0.5,-2.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,22,558,0.92,NA,-0.5,-1.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,23,407,0.7,NA,-0.5,-0.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,24,344,1.24,NA,-0.5,0.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,25,406,1.02,NA,-0.5,1.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,26,574,0.43,NA,-0.5,2.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,27,442,0.43,NA,-0.5,3.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,28,456,1.07,NA,-0.5,4.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,29,395,1.11,NA,-0.5,5.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,30,458,1.2,NA,-0.5,6.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,31,522,1.13,NA,-0.5,7.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,32,343,1.26,NA,-0.5,8.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,33,396,1.03,NA,-0.5,9.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,34,516,1.05,NA,-0.5,10.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,35,534,0.55,NA,-0.5,11.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,36,398,1.07,NA,-0.5,12.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,37,495,0.66,NA,-0.5,13.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,38,531,1.03,NA,-0.5,14.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,39,553,1.07,NA,-0.5,15.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,40,419,0.94,NA,-0.5,16.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,41,479,0.96,NA,-0.5,17.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,42,529,1.02,NA,-0.5,18.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,43,548,0.86,NA,-0.5,19.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,44,342,1,NA,-0.5,20.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,45,546,0.53,NA,-0.5,21.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,6,46,584,0.77,NA,-0.5,22.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,1,460,0.83,NA,0.5,-22.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,2,375,0.88,NA,0.5,-21.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,3,4,0.92,NA,0.5,-20.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,4,391,0.86,NA,0.5,-19.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,5,539,0.41,NA,0.5,-18.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,6,528,0.98,NA,0.5,-17.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,7,416,0.77,NA,0.5,-16.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,8,476,1,NA,0.5,-15.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,9,451,0.77,NA,0.5,-14.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,10,524,0.81,NA,0.5,-13.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,11,566,1.07,NA,0.5,-12.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,12,544,0.55,NA,0.5,-11.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,13,487,0.68,NA,0.5,-10.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,14,537,0.56,NA,0.5,-9.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,15,438,1.02,NA,0.5,-8.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,16,572,1.09,NA,0.5,-7.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,17,523,0.88,NA,0.5,-6.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,18,500,0.64,NA,0.5,-5.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,19,477,1.03,NA,0.5,-4.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,20,505,0.55,NA,0.5,-3.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,21,453,0.83,NA,0.5,-2.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,22,346,0.45,NA,0.5,-1.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,23,533,0.58,NA,0.5,-0.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,24,473,1.11,NA,0.5,0.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,25,549,0.64,NA,0.5,1.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,26,555,0.83,NA,0.5,2.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,27,377,1.2,NA,0.5,3.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,28,502,0.53,NA,0.5,4.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,29,508,0.58,NA,0.5,5.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,30,405,0.98,NA,0.5,6.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,31,383,0.86,NA,0.5,7.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,32,538,0.47,NA,0.5,8.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,33,401,1.2,NA,0.5,9.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,34,471,1.05,NA,0.5,10.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,35,445,0.68,NA,0.5,11.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,36,493,1.13,NA,0.5,12.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,37,461,1.13,NA,0.5,13.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,38,509,0.56,NA,0.5,14.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,39,542,0.6,NA,0.5,15.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,40,454,1.09,NA,0.5,16.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,41,560,1.02,NA,0.5,17.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,42,511,0.7,NA,0.5,18.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,43,417,0.66,NA,0.5,19.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,44,409,0.75,NA,0.5,20.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,45,402,0.73,NA,0.5,21.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,7,46,583,0.85,NA,0.5,22.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,1,552,0.96,NA,1.5,-22.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,2,514,0.68,NA,1.5,-21.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,3,520,0.38,NA,1.5,-20.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,4,570,0.66,NA,1.5,-19.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,5,457,0.81,NA,1.5,-18.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,6,446,0.86,NA,1.5,-17.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,7,550,0.39,NA,1.5,-16.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,8,452,0.64,NA,1.5,-15.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,9,521,0.9,NA,1.5,-14.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,10,512,0.64,NA,1.5,-13.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,11,559,0.81,NA,1.5,-12.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,12,463,0.77,NA,1.5,-11.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,13,482,1.02,NA,1.5,-10.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,14,501,0.68,NA,1.5,-9.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,15,483,0.96,NA,1.5,-8.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,16,415,0.85,NA,1.5,-7.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,17,2,0.83,NA,1.5,-6.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,18,393,0.64,NA,1.5,-5.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,19,414,0.75,NA,1.5,-4.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,20,561,0.85,NA,1.5,-3.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,21,526,0.51,NA,1.5,-2.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,22,513,0.47,NA,1.5,-1.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,23,536,0.38,NA,1.5,-0.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,24,503,0.58,NA,1.5,0.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,25,517,1,NA,1.5,1.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,26,474,0.81,NA,1.5,2.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,27,525,1.22,NA,1.5,3.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,28,486,0.81,NA,1.5,4.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,29,557,0.58,NA,1.5,5.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,30,392,0.71,NA,1.5,6.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,31,576,0.68,NA,1.5,7.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,32,530,0.73,NA,1.5,8.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,33,459,0.83,NA,1.5,9.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,34,543,0.39,NA,1.5,10.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,35,381,0.98,NA,1.5,11.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,36,384,0.73,NA,1.5,12.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,37,466,1.11,NA,1.5,13.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,38,564,0.68,NA,1.5,14.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,39,472,1.09,NA,1.5,15.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,40,492,1.05,NA,1.5,16.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,41,382,1.13,NA,1.5,17.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,42,410,0.66,NA,1.5,18.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,43,556,0.7,NA,1.5,19.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,44,339,0.75,NA,1.5,20.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,45,532,0.45,NA,1.5,21.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,8,46,585,0.83,NA,1.5,22.5,2,06NAR01,06NAR
06S3NAR,06S3,2006,9,1,338,0.75,NA,2.5,-22.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,2,519,0.92,NA,2.5,-21.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,3,477,1.13,NA,2.5,-20.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,4,537,0.45,NA,2.5,-19.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,5,556,0.77,NA,2.5,-18.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,6,511,0.77,NA,2.5,-17.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,7,497,0.7,NA,2.5,-16.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,8,509,0.47,NA,2.5,-15.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,9,516,1,NA,2.5,-14.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,10,523,1.09,NA,2.5,-13.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,11,551,1.13,NA,2.5,-12.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,12,546,0.55,NA,2.5,-11.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,13,550,0.62,NA,2.5,-10.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,14,557,0.96,NA,2.5,-9.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,15,567,0.81,NA,2.5,-8.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,16,403,0.96,NA,2.5,-7.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,17,547,0.77,NA,2.5,-6.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,18,506,1.22,NA,2.5,-5.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,19,555,0.92,NA,2.5,-4.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,20,526,0.58,NA,2.5,-3.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,21,476,1.02,NA,2.5,-2.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,22,532,0.34,NA,2.5,-1.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,23,491,0.86,NA,2.5,-0.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,24,554,0.75,NA,2.5,0.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,25,340,0.85,NA,2.5,1.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,26,548,0.73,NA,2.5,2.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,27,505,0.73,NA,2.5,3.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,28,568,0.66,NA,2.5,4.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,29,384,0.77,NA,2.5,5.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,30,496,0.49,NA,2.5,6.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,31,411,0.34,NA,2.5,7.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,32,490,0.62,NA,2.5,8.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,33,467,0.88,NA,2.5,9.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,34,535,0.51,NA,2.5,10.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,35,404,0.71,NA,2.5,11.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,36,466,1.05,NA,2.5,12.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,37,485,0.79,NA,2.5,13.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,38,501,0.62,NA,2.5,14.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,39,376,0.62,NA,2.5,15.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,40,483,0.88,NA,2.5,16.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,41,534,0.53,NA,2.5,17.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,42,570,0.56,NA,2.5,18.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,43,407,0.41,NA,2.5,19.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,44,541,0.43,NA,2.5,20.5,3,06NAR01,06NAR
06S3NAR,06S3,2006,9,45,569,0.88,NA,2.5,21.5,3,06NAR01,06NAR
